order_id,customer_id,product_id,channel,order_timestamp,quantity,order_amount,order_status
O2026091400284,C00150,P0015,MOBILE_APP,2026-09-14 20:31:17,4,11768.28,SHIPPED
O2026091400285,C00012,P0087,MOBILE_APP,2026-09-14 10:54:02,3,7372.83,COMPLETED
O2026091400286,C00288,P0064,WEB,2026-09-14 01:06:29,2,3660.14,CANCELLED
O2026091400287,C00269,P0008,MOBILE_APP,2026-09-14 08:16:00,1,1919.12,CANCELLED
O2026091400288,C00083,P0089,MOBILE_APP,2026-09-14 16:17:44,5,8381.15,COMPLETED
O2026091400289,C00422,P0022,WEB,2026-09-14 15:51:21,3,3859.41,COMPLETED
O2026091400290,C00340,P0045,MOBILE_APP,2026-09-14 02:10:47,1,2218.58,SHIPPED
O2026091400291,C00262,P0069,ONLINE,2026-09-14 18:52:01,1,2074.76,SHIPPED
O2026091400292,C00226,P0041,MARKETPLACE,2026-09-14 14:01:47,4,12450.6,COMPLETED
O2026091400293,C00411,P0040,MARKETPLACE,2026-09-14 06:51:18,4,11880.48,COMPLETED
O2026091400294,C00215,P0005,MARKETPLACE,2026-09-14 19:41:48,4,6393.08,SHIPPED
O2026091400295,C00105,P0012,ONLINE,2026-09-14 17:25:47,2,2573.78,CANCELLED
O2026091400296,C00169,P0050,ONLINE,2026-09-14 12:34:21,1,4459.42,CANCELLED
O2026091400297,C00419,P0078,WEB,2026-09-14 23:32:55,4,6436.2,COMPLETED
O2026091400298,C00213,P0087,WEB,2026-09-14 08:36:18,5,17092.2,COMPLETED
O2026091400299,C00112,P0037,MARKETPLACE,2026-09-14 18:22:43,5,24980.7,SHIPPED
O2026091400300,C00086,P0041,MOBILE_APP,2026-09-14 22:30:58,4,9090.56,CANCELLED
O2026091400301,C00258,P0100,MARKETPLACE,2026-09-14 03:34:01,2,1904.88,SHIPPED
O2026091400302,C00490,P0098,WEB,2026-09-14 09:00:35,5,3029.1,CANCELLED
O2026091400303,C00227,P0069,ONLINE,2026-09-14 11:13:35,3,11971.26,COMPLETED
O2026091400304,C00219,P0071,ONLINE,2026-09-14 06:05:18,3,11906.37,COMPLETED
O2026091400305,C00214,P0060,ONLINE,2026-09-14 14:11:53,4,2801.48,CANCELLED
O2026091400306,C00467,P0082,MARKETPLACE,2026-09-14 12:15:23,1,718.19,COMPLETED
O2026091400307,C00039,P0070,MOBILE_APP,2026-09-14 22:27:35,4,3868.36,SHIPPED
O2026091400308,C00275,P0099,ONLINE,2026-09-14 23:04:22,4,11368.84,COMPLETED
O2026091400309,C00306,P0030,MOBILE_APP,2026-09-14 18:48:18,1,3773.98,COMPLETED
O2026091400310,C00237,P0025,MOBILE_APP,2026-09-14 19:47:39,3,11698.86,COMPLETED
O2026091400311,C00396,P0091,WEB,2026-09-14 08:13:18,1,2709.41,COMPLETED
O2026091400312,C00248,P0090,MOBILE_APP,2026-09-14 00:03:40,4,1068.16,COMPLETED
O2026091400313,C00054,P0086,MOBILE_APP,2026-09-14 16:44:44,4,19562.76,SHIPPED
O2026091400314,C00285,P0027,ONLINE,2026-09-14 11:11:25,4,18929.24,COMPLETED
O2026091400315,C00196,P0010,MOBILE_APP,2026-09-14 23:23:42,4,19034.24,COMPLETED
O2026091400316,C00472,P0054,ONLINE,2026-09-14 15:10:30,3,1940.64,CANCELLED
O2026091400317,C00245,P0033,ONLINE,2026-09-14 10:48:07,1,3389.08,SHIPPED
O2026091400318,C00140,P0027,WEB,2026-09-14 00:13:23,1,2449.69,COMPLETED
O2026091400319,C00302,P0057,MOBILE_APP,2026-09-14 10:40:12,1,436.44,COMPLETED
O2026091400320,C00087,P0065,MOBILE_APP,2026-09-14 04:48:01,1,3370.52,COMPLETED
O2026091400321,C00363,P0039,MOBILE_APP,2026-09-14 15:16:17,2,6114.1,COMPLETED
O2026091400322,C00224,P0085,MARKETPLACE,2026-09-14 11:15:43,4,8241.32,COMPLETED
O2026091400323,C00016,P0051,ONLINE,2026-09-14 18:16:00,5,14868.4,COMPLETED
O2026091400324,C00441,P0072,WEB,2026-09-14 15:56:35,2,9891.84,SHIPPED
O2026091400325,C00008,P0038,WEB,2026-09-14 10:18:05,1,591.61,SHIPPED
O2026091400326,C00185,P0010,WEB,2026-09-14 05:31:05,4,18846.08,COMPLETED
O2026091400327,C00081,P0093,MOBILE_APP,2026-09-14 13:53:05,1,1202.17,COMPLETED
O2026091400328,C00424,P0087,WEB,2026-09-14 13:57:56,2,4464.14,COMPLETED
O2026091400329,C00303,P0068,ONLINE,2026-09-14 19:24:44,1,2278.84,CANCELLED
O2026091400330,C00258,P0060,MARKETPLACE,2026-09-14 15:53:16,3,13662.9,SHIPPED
O2026091400331,C00051,P0095,ONLINE,2026-09-14 22:32:00,4,11770.44,COMPLETED
O2026091400332,C00393,P0009,MOBILE_APP,2026-09-14 12:27:38,1,4100.15,CANCELLED
O2026091400333,C00278,P0088,MOBILE_APP,2026-09-14 08:16:51,5,572.2,COMPLETED
O2026091400334,C00065,P0041,MARKETPLACE,2026-09-14 05:35:38,1,2584.22,SHIPPED
O2026091400335,C00317,P0006,MOBILE_APP,2026-09-14 05:10:18,3,8990.46,COMPLETED
O2026091400336,C00196,P0095,MARKETPLACE,2026-09-14 07:37:37,5,9223.7,CANCELLED
O2026091400337,C00464,P0066,MOBILE_APP,2026-09-14 14:12:47,4,14455.2,CANCELLED
O2026091400338,C00163,P0006,ONLINE,2026-09-14 21:05:14,3,5866.53,SHIPPED
O2026091400339,C00452,P0068,ONLINE,2026-09-14 00:14:32,4,12235.12,COMPLETED
O2026091400340,C00264,P0082,MOBILE_APP,2026-09-14 06:22:39,2,5617.22,SHIPPED
O2026091400341,C00007,P0043,MOBILE_APP,2026-09-14 11:52:42,4,14479.44,COMPLETED
O2026091400342,C00283,P0058,WEB,2026-09-14 14:38:55,5,6774.7,CANCELLED
O2026091400343,C00443,P0051,WEB,2026-09-14 08:41:01,2,8451.4,COMPLETED
O2026091400344,C00286,P0079,ONLINE,2026-09-14 10:58:34,3,3059.28,COMPLETED
O2026091400345,C00211,P0093,MOBILE_APP,2026-09-14 20:27:05,3,2923.41,COMPLETED
O2026091400346,C00045,P0001,ONLINE,2026-09-14 23:34:28,2,9445.32,COMPLETED
O2026091400347,C00339,P0091,WEB,2026-09-14 23:07:47,2,7222.26,COMPLETED
O2026091400348,C00329,P0023,MOBILE_APP,2026-09-14 05:50:52,4,18626.6,SHIPPED
O2026091400349,C00006,P0009,WEB,2026-09-14 16:26:17,3,338.1,COMPLETED
O2026091400350,C00196,P0095,MOBILE_APP,2026-09-14 21:27:15,3,2221.23,CANCELLED
O2026091400351,C00244,P0005,WEB,2026-09-14 15:21:40,2,2837.56,SHIPPED
O2026091400352,C00409,P0052,ONLINE,2026-09-14 13:18:29,3,2085.78,COMPLETED
O2026091400353,C00170,P0091,MOBILE_APP,2026-09-14 20:12:56,5,14656.65,COMPLETED
O2026091400354,C00107,P0054,WEB,2026-09-14 10:36:31,2,2497.64,COMPLETED
O2026091400355,C00437,P0021,MARKETPLACE,2026-09-14 19:08:13,2,6398.16,COMPLETED
O2026091400356,C00467,P0051,WEB,2026-09-14 23:11:33,4,2895.08,COMPLETED
O2026091400357,C00253,P0009,ONLINE,2026-09-14 14:56:15,3,9176.16,COMPLETED
O2026091400358,C00113,P0029,MARKETPLACE,2026-09-14 08:53:48,2,8792.68,SHIPPED
O2026091400359,C00077,P0016,WEB,2026-09-14 01:40:20,3,2526.18,CANCELLED
O2026091400360,C00493,P0032,MOBILE_APP,2026-09-14 22:12:50,5,8113.25,COMPLETED
O2026091400361,C00082,P0031,WEB,2026-09-14 18:44:11,1,3661.89,COMPLETED
O2026091400362,C00351,P0017,WEB,2026-09-14 09:26:09,5,15499.1,COMPLETED
O2026091400363,C00060,P0086,ONLINE,2026-09-14 15:07:30,3,11662.95,COMPLETED
O2026091400364,C00233,P0021,MARKETPLACE,2026-09-14 19:38:55,4,17446.76,COMPLETED
O2026091400365,C00366,P0095,MOBILE_APP,2026-09-14 19:42:26,2,7732.86,COMPLETED
O2026091400366,C00305,P0071,MOBILE_APP,2026-09-14 13:46:54,5,13524.4,CANCELLED
O2026091400367,C00372,P0026,MARKETPLACE,2026-09-14 01:53:43,1,4028.89,COMPLETED
O2026091400368,C00029,P0062,MARKETPLACE,2026-09-14 03:16:56,5,21725.85,CANCELLED
O2026091400369,C00236,P0093,WEB,2026-09-14 14:22:13,2,2084.28,COMPLETED
O2026091400370,C00209,P0019,MARKETPLACE,2026-09-14 14:28:29,3,13553.58,COMPLETED
O2026091400371,C00369,P0081,MOBILE_APP,2026-09-14 23:50:28,1,2695.64,COMPLETED
O2026091400372,C00088,P0099,ONLINE,2026-09-14 14:53:58,1,2766.02,COMPLETED
O2026091400373,C00307,P0033,WEB,2026-09-14 17:47:15,4,15068.12,CANCELLED
O2026091400374,C00461,P0048,ONLINE,2026-09-14 21:05:31,3,4999.41,COMPLETED
O2026091400375,C00019,P0052,MOBILE_APP,2026-09-14 07:30:56,5,11438.05,COMPLETED
O2026091400376,C00496,P0068,MOBILE_APP,2026-09-14 00:46:05,4,13959.88,COMPLETED
O2026091400377,C00203,P0068,MARKETPLACE,2026-09-14 06:18:42,1,567.49,COMPLETED
O2026091400378,C00105,P0037,WEB,2026-09-14 21:36:33,4,11964.96,COMPLETED
O2026091400379,C00301,P0035,MOBILE_APP,2026-09-14 22:11:47,2,7751.82,COMPLETED
O2026091400380,C00009,P0016,MOBILE_APP,2026-09-14 18:06:36,5,2947.05,SHIPPED
O2026091400381,C00270,P0019,ONLINE,2026-09-14 07:19:10,1,2737.94,CANCELLED
O2026091400382,C00439,P0085,MOBILE_APP,2026-09-14 19:17:47,5,5105.3,COMPLETED
O2026091400383,C00287,P0080,MARKETPLACE,2026-09-14 10:19:42,3,3162.87,SHIPPED
O2026091400384,C00374,P0046,WEB,2026-09-14 06:57:16,1,693.01,COMPLETED
O2026091400385,C00213,P0011,MARKETPLACE,2026-09-14 08:51:25,1,3640.27,SHIPPED
O2026091400386,C00323,P0063,MOBILE_APP,2026-09-14 00:44:34,1,1293.76,COMPLETED
O2026091400387,C00155,P0026,ONLINE,2026-09-14 17:36:56,4,9641.24,COMPLETED
O2026091400388,C00383,P0022,MOBILE_APP,2026-09-14 19:58:10,2,2240.52,SHIPPED
O2026091400389,C00322,P0022,MOBILE_APP,2026-09-14 21:00:54,2,3980.0,COMPLETED
O2026091400390,C00126,P0071,MOBILE_APP,2026-09-14 16:45:09,4,9755.08,CANCELLED
O2026091400391,C00279,P0095,MOBILE_APP,2026-09-14 01:30:22,5,6744.5,CANCELLED
O2026091400392,C00314,P0015,WEB,2026-09-14 08:43:23,2,7239.98,COMPLETED
O2026091400393,C00410,P0078,WEB,2026-09-14 05:28:34,2,9269.88,CANCELLED
O2026091400394,C00353,P0044,MOBILE_APP,2026-09-14 14:39:30,1,3972.05,COMPLETED
O2026091400395,C00086,P0090,WEB,2026-09-14 17:09:56,3,14916.87,CANCELLED
O2026091400396,C00392,P0034,MARKETPLACE,2026-09-14 20:02:56,4,789.28,COMPLETED
O2026091400397,C00178,P0012,MARKETPLACE,2026-09-14 07:39:48,1,922.36,COMPLETED
O2026091400398,C00104,P0016,ONLINE,2026-09-14 20:56:49,5,6394.45,CANCELLED
O2026091400399,C00432,P0060,MARKETPLACE,2026-09-14 08:38:32,1,3711.63,COMPLETED
O2026091400400,C00058,P0028,WEB,2026-09-14 04:42:14,3,12325.32,COMPLETED
O2026091400401,C00071,P0018,ONLINE,2026-09-14 20:53:00,4,2440.4,CANCELLED
O2026091400402,C00292,P0033,MOBILE_APP,2026-09-14 03:37:30,2,4604.7,COMPLETED
O2026091400403,C00107,P0065,MARKETPLACE,2026-09-14 20:53:42,3,4463.01,CANCELLED
O2026091400404,C00102,P0066,ONLINE,2026-09-14 10:46:25,2,5152.62,COMPLETED
O2026091400405,C00342,P0081,ONLINE,2026-09-14 08:52:19,4,12789.72,SHIPPED
O2026091400406,C00160,P0004,WEB,2026-09-14 23:22:48,3,4922.49,CANCELLED
O2026091400407,C00459,P0059,MARKETPLACE,2026-09-14 18:42:41,5,21141.3,COMPLETED
O2026091400408,C00266,P0041,MARKETPLACE,2026-09-14 22:24:13,4,18525.36,COMPLETED
O2026091400409,C00490,P0003,ONLINE,2026-09-14 14:19:31,1,1250.74,COMPLETED
O2026091400410,C00314,P0007,WEB,2026-09-14 02:07:28,1,2037.06,SHIPPED
O2026091400411,C00320,P0030,MOBILE_APP,2026-09-14 19:31:05,2,9544.3,COMPLETED
O2026091400412,C00020,P0095,MARKETPLACE,2026-09-14 15:41:00,4,7224.2,COMPLETED
O2026091400413,C00408,P0073,MARKETPLACE,2026-09-14 09:50:36,4,4894.48,COMPLETED
O2026091400414,C00355,P0049,MOBILE_APP,2026-09-14 06:50:45,1,4325.46,COMPLETED
O2026091400415,C00133,P0027,ONLINE,2026-09-14 23:38:16,5,18082.3,COMPLETED
O2026091400416,C00174,P0080,MARKETPLACE,2026-09-14 00:40:04,5,3949.35,CANCELLED
O2026091400417,C00363,P0039,ONLINE,2026-09-14 07:39:34,1,4784.63,COMPLETED
O2026091400418,C00256,P0054,MOBILE_APP,2026-09-14 13:42:00,2,1954.74,COMPLETED
O2026091400419,C00175,P0038,MOBILE_APP,2026-09-14 02:46:31,4,1064.12,COMPLETED
O2026091400420,C00160,P0039,ONLINE,2026-09-14 11:32:30,2,6370.8,SHIPPED
O2026091400421,C00482,P0045,MARKETPLACE,2026-09-14 22:02:03,4,6104.36,COMPLETED
O2026091400422,C00088,P0081,ONLINE,2026-09-14 02:04:39,1,4485.24,COMPLETED
O2026091400423,C00095,P0040,WEB,2026-09-14 16:47:44,2,8479.14,COMPLETED
O2026091400424,C00067,P0070,MOBILE_APP,2026-09-14 21:19:26,3,10416.69,COMPLETED
O2026091400425,C00437,P0025,ONLINE,2026-09-14 01:00:48,3,3971.34,COMPLETED
O2026091400426,C00291,P0054,WEB,2026-09-14 19:54:55,4,19001.16,COMPLETED
O2026091400427,C00191,P0030,ONLINE,2026-09-14 08:31:51,5,5809.85,COMPLETED
O2026091400428,C00442,P0057,MARKETPLACE,2026-09-14 16:18:41,2,1796.62,COMPLETED
O2026091400429,C00277,P0042,MARKETPLACE,2026-09-14 01:22:36,2,5957.54,CANCELLED
O2026091400430,C00395,P0012,ONLINE,2026-09-14 02:18:24,1,1760.46,COMPLETED
O2026091400431,C00050,P0002,WEB,2026-09-14 12:21:50,5,18854.2,COMPLETED
O2026091400432,C00142,P0001,MOBILE_APP,2026-09-14 16:29:12,1,1018.11,CANCELLED
O2026091400433,C00422,P0009,WEB,2026-09-14 19:20:21,3,14705.52,COMPLETED
O2026091400434,C00169,P0009,MOBILE_APP,2026-09-14 13:44:38,5,5613.7,COMPLETED
O2026091400435,C00295,P0018,MARKETPLACE,2026-09-14 22:45:22,1,1782.91,CANCELLED
O2026091400436,C00086,P0099,WEB,2026-09-14 20:13:53,5,13882.55,SHIPPED
O2026091400437,C00436,P0089,ONLINE,2026-09-14 02:39:45,1,1835.83,COMPLETED
O2026091400438,C00317,P0046,MARKETPLACE,2026-09-14 16:10:19,2,7128.84,COMPLETED
O2026091400439,C00083,P0051,MARKETPLACE,2026-09-14 13:15:30,4,3043.64,CANCELLED
O2026091400440,C00377,P0076,WEB,2026-09-14 07:07:51,3,14805.66,SHIPPED
O2026091400441,C00112,P0027,ONLINE,2026-09-14 04:30:05,1,1575.34,COMPLETED
O2026091400442,C00345,P0090,ONLINE,2026-09-14 00:03:51,5,24675.3,CANCELLED
O2026091400443,C00242,P0035,ONLINE,2026-09-14 11:49:56,2,8269.5,COMPLETED
O2026091400444,C00184,P0035,MOBILE_APP,2026-09-14 23:41:43,3,8037.54,COMPLETED
O2026091400445,C00399,P0021,WEB,2026-09-14 07:08:24,1,433.0,COMPLETED
O2026091400446,C00326,P0090,MARKETPLACE,2026-09-14 00:16:58,2,1384.3,COMPLETED
O2026091400447,C00208,P0019,MARKETPLACE,2026-09-14 00:47:43,4,12880.0,COMPLETED
O2026091400448,C00053,P0057,MARKETPLACE,2026-09-14 16:56:26,4,2495.36,COMPLETED
O2026091400449,C00047,P0023,WEB,2026-09-14 14:05:29,1,2820.14,COMPLETED
O2026091400450,C00047,P0045,MARKETPLACE,2026-09-14 21:36:19,5,21955.0,COMPLETED
O2026091400451,C00431,P0015,WEB,2026-09-14 18:30:53,4,18428.56,CANCELLED
O2026091400452,C00284,P0095,WEB,2026-09-14 17:01:35,1,2696.03,COMPLETED
O2026091400453,C00058,P0085,MOBILE_APP,2026-09-14 21:31:27,3,4466.88,CANCELLED
O2026091400454,C00264,P0089,ONLINE,2026-09-14 03:35:10,1,3971.52,CANCELLED
O2026091400455,C00188,P0089,WEB,2026-09-14 15:35:02,4,18593.64,COMPLETED
O2026091400456,C00244,P0030,WEB,2026-09-14 13:36:23,4,14068.76,CANCELLED
O2026091400457,C00260,P0099,MOBILE_APP,2026-09-14 18:32:10,2,7991.96,COMPLETED
O2026091400458,C00340,P0041,WEB,2026-09-14 21:07:55,2,3750.86,COMPLETED
O2026091400459,C00213,P0055,MOBILE_APP,2026-09-14 06:42:25,1,346.42,COMPLETED
O2026091400460,C00133,P0070,WEB,2026-09-14 10:46:17,4,8472.24,CANCELLED
O2026091400461,C00308,P0076,MARKETPLACE,2026-09-14 16:17:09,1,4811.51,COMPLETED
O2026091400462,C00175,P0075,ONLINE,2026-09-14 01:54:38,4,6286.24,COMPLETED
O2026091400463,C00422,P0007,MARKETPLACE,2026-09-14 08:21:15,2,5666.84,COMPLETED
O2026091400464,C00071,P0068,WEB,2026-09-14 22:01:50,3,12937.56,COMPLETED
O2026091400465,C00358,P0057,MOBILE_APP,2026-09-14 08:48:05,4,19547.72,COMPLETED
O2026091400466,C00431,P0045,MOBILE_APP,2026-09-14 11:31:59,1,2582.25,COMPLETED
O2026091400467,C00116,P0028,MARKETPLACE,2026-09-14 17:21:59,2,6606.5,COMPLETED
O2026091400468,C00290,P0064,WEB,2026-09-14 13:20:36,4,6272.52,COMPLETED
O2026091400469,C00192,P0011,MOBILE_APP,2026-09-14 01:05:55,5,7382.15,COMPLETED
O2026091400470,C00327,P0026,WEB,2026-09-14 07:01:16,3,14257.32,COMPLETED
O2026091400471,C00416,P0018,WEB,2026-09-14 19:46:29,2,2154.4,COMPLETED
O2026091400472,C00349,P0096,WEB,2026-09-14 19:19:41,2,3141.46,SHIPPED
O2026091400473,C00377,P0019,MOBILE_APP,2026-09-14 15:12:48,4,7006.76,SHIPPED
O2026091400474,C00433,P0076,ONLINE,2026-09-14 21:21:31,1,1814.59,COMPLETED
O2026091400475,C00276,P0032,MARKETPLACE,2026-09-14 13:32:18,3,2655.6,COMPLETED
O2026091400476,C00321,P0018,ONLINE,2026-09-14 13:27:34,3,14946.87,SHIPPED
O2026091400477,C00241,P0046,MARKETPLACE,2026-09-14 13:52:16,3,12230.04,COMPLETED
O2026091400478,C00373,P0088,MARKETPLACE,2026-09-14 06:58:09,5,11466.3,COMPLETED
O2026091400479,C00022,P0004,MARKETPLACE,2026-09-14 01:44:21,5,8821.9,COMPLETED
O2026091400480,C00180,P0003,MARKETPLACE,2026-09-14 14:41:00,5,14824.05,COMPLETED
O2026091400481,C00015,P0056,ONLINE,2026-09-14 03:41:37,2,4295.06,COMPLETED
O2026091400482,C00473,P0093,ONLINE,2026-09-14 17:19:20,4,14693.04,SHIPPED
O2026091400483,C00445,P0080,MARKETPLACE,2026-09-14 14:06:29,3,10639.8,COMPLETED
O2026091400484,C00215,P0001,MOBILE_APP,2026-09-14 20:32:37,3,806.31,CANCELLED
O2026091400485,C00401,P0040,WEB,2026-09-14 01:25:51,1,2424.0,COMPLETED
O2026091400486,C00377,P0022,ONLINE,2026-09-14 10:27:08,4,17728.88,COMPLETED
O2026091400487,C00200,P0035,ONLINE,2026-09-14 01:50:17,4,6691.2,COMPLETED
O2026091400488,C00440,P0043,WEB,2026-09-14 12:53:31,4,8030.56,CANCELLED
O2026091400489,C00456,P0001,MOBILE_APP,2026-09-14 16:39:56,1,2129.35,COMPLETED
O2026091400490,C00114,P0025,MARKETPLACE,2026-09-14 12:34:05,1,409.58,COMPLETED
O2026091400491,C00008,P0049,WEB,2026-09-14 18:36:32,3,11271.15,COMPLETED
O2026091400492,C00439,P0040,MOBILE_APP,2026-09-14 12:06:36,2,3611.66,COMPLETED
O2026091400493,C00197,P0087,ONLINE,2026-09-14 10:05:53,3,12149.91,CANCELLED
O2026091400494,C00119,P0083,WEB,2026-09-14 21:36:45,1,4063.39,COMPLETED
O2026091400495,C00467,P0030,WEB,2026-09-14 20:08:02,1,2843.27,SHIPPED
O2026091400496,C00353,P0090,MOBILE_APP,2026-09-14 04:06:44,2,3812.08,COMPLETED
O2026091400497,C00198,P0084,MARKETPLACE,2026-09-14 10:03:57,2,1060.6,CANCELLED
O2026091400498,C00081,P0086,ONLINE,2026-09-14 07:20:34,3,12512.67,COMPLETED
O2026091400499,C00433,P0002,MARKETPLACE,2026-09-14 14:29:35,5,16584.15,COMPLETED
O2026091400500,C00082,P0052,WEB,2026-09-14 02:11:24,2,6053.98,SHIPPED
O2026091400501,C00372,P0007,WEB,2026-09-14 05:26:08,4,8920.2,COMPLETED
O2026091400502,C00035,P0025,ONLINE,2026-09-14 20:09:26,1,3687.73,CANCELLED
O2026091400503,C00095,P0066,WEB,2026-09-14 04:07:47,1,2804.39,SHIPPED
O2026091400504,C00161,P0018,MARKETPLACE,2026-09-14 12:15:21,2,9123.62,CANCELLED
O2026091400505,C00425,P0056,MARKETPLACE,2026-09-14 22:35:28,5,11058.75,COMPLETED
O2026091400506,C00317,P0081,ONLINE,2026-09-14 23:37:54,1,2224.6,CANCELLED
O2026091400507,C00046,P0093,MARKETPLACE,2026-09-14 04:53:48,3,4971.36,COMPLETED
O2026091400508,C00310,P0034,MARKETPLACE,2026-09-14 06:31:44,3,4113.36,SHIPPED
O2026091400509,C00216,P0058,MARKETPLACE,2026-09-14 06:57:35,4,17171.04,COMPLETED
O2026091400510,C00100,P0010,ONLINE,2026-09-14 02:53:07,4,14500.28,CANCELLED
O2026091400511,C00411,P0007,ONLINE,2026-09-14 13:54:38,5,23682.85,CANCELLED
O2026091400512,C00267,P0096,ONLINE,2026-09-14 18:24:20,2,2394.82,COMPLETED
O2026091400513,C00140,P0078,WEB,2026-09-14 13:53:11,1,1696.0,COMPLETED
O2026091400514,C00040,P0066,ONLINE,2026-09-14 23:40:13,3,11922.66,SHIPPED
O2026091400515,C00257,P0090,ONLINE,2026-09-14 02:54:11,3,5602.2,SHIPPED
O2026091400516,C00494,P0064,WEB,2026-09-14 16:14:58,1,2524.17,COMPLETED
O2026091400517,C00411,P0033,MARKETPLACE,2026-09-14 16:10:56,3,6703.56,COMPLETED
O2026091400518,C00057,P0018,MARKETPLACE,2026-09-14 11:42:54,5,13471.45,COMPLETED
O2026091400519,C00079,P0011,MOBILE_APP,2026-09-14 23:43:38,1,2267.1,COMPLETED
O2026091400520,C00277,P0080,WEB,2026-09-14 03:44:27,2,6693.36,COMPLETED
O2026091400521,C00272,P0086,MOBILE_APP,2026-09-14 17:54:21,1,813.75,CANCELLED
O2026091400522,C00114,P0100,MOBILE_APP,2026-09-14 19:24:13,2,3584.18,SHIPPED
O2026091400523,C00230,P0048,ONLINE,2026-09-14 22:52:16,2,4002.28,CANCELLED
O2026091400524,C00243,P0032,WEB,2026-09-14 16:20:51,2,391.4,COMPLETED
O2026091400525,C00413,P0052,ONLINE,2026-09-14 15:21:34,1,2835.01,COMPLETED
O2026091400526,C00010,P0069,MARKETPLACE,2026-09-14 00:11:15,1,4274.23,CANCELLED
O2026091400527,C00448,P0099,MOBILE_APP,2026-09-14 16:04:12,5,23743.3,COMPLETED
O2026091400528,C00336,P0044,MOBILE_APP,2026-09-14 05:25:50,3,13910.82,COMPLETED
O2026091400529,C00310,P0002,ONLINE,2026-09-14 12:26:17,4,9024.12,COMPLETED
O2026091400530,C00066,P0074,ONLINE,2026-09-14 14:50:37,1,386.3,CANCELLED
O2026091400531,C00149,P0063,MOBILE_APP,2026-09-14 17:15:35,2,7903.66,CANCELLED
O2026091400532,C00441,P0027,MARKETPLACE,2026-09-14 23:07:03,4,5998.84,COMPLETED
O2026091400533,C00313,P0022,MARKETPLACE,2026-09-14 15:11:36,2,8015.02,COMPLETED
O2026091400534,C00113,P0031,MOBILE_APP,2026-09-14 18:39:19,2,104.1,CANCELLED
O2026091400535,C00162,P0040,MOBILE_APP,2026-09-14 13:21:12,2,1694.6,COMPLETED
O2026091400536,C00448,P0073,WEB,2026-09-14 19:20:20,1,2729.06,COMPLETED
O2026091400537,C00255,P0092,ONLINE,2026-09-14 23:30:54,2,2837.4,COMPLETED
O2026091400538,C00291,P0078,MOBILE_APP,2026-09-14 13:37:03,4,19979.04,COMPLETED
O2026091400539,C00442,P0002,MOBILE_APP,2026-09-14 13:08:17,1,3850.0,CANCELLED
O2026091400540,C00054,P0071,WEB,2026-09-14 13:35:24,5,4814.1,COMPLETED
O2026091400541,C00202,P0080,WEB,2026-09-14 09:59:32,1,2975.63,COMPLETED
O2026091400542,C00330,P0009,ONLINE,2026-09-14 12:36:40,1,4371.94,COMPLETED
O2026091400543,C00490,P0010,ONLINE,2026-09-14 14:16:50,3,2424.75,CANCELLED
O2026091400544,C00271,P0010,WEB,2026-09-14 12:35:30,1,3467.24,SHIPPED
O2026091400545,C00357,P0014,ONLINE,2026-09-14 15:16:56,5,3867.7,COMPLETED
O2026091400546,C00063,P0083,MOBILE_APP,2026-09-14 18:14:09,1,688.22,COMPLETED
O2026091400547,C00188,P0077,MOBILE_APP,2026-09-14 01:46:29,3,8323.68,CANCELLED
O2026091400548,C00380,P0064,ONLINE,2026-09-14 17:00:39,5,14208.6,COMPLETED
O2026091400549,C00291,P0041,MOBILE_APP,2026-09-14 17:52:57,3,12030.9,SHIPPED
O2026091400550,C00269,P0073,WEB,2026-09-14 13:02:23,5,569.75,COMPLETED
O2026091400551,C00446,P0099,MOBILE_APP,2026-09-14 16:03:38,2,2715.06,COMPLETED
O2026091400552,C00463,P0092,MARKETPLACE,2026-09-14 00:34:14,4,10092.36,COMPLETED
O2026091400553,C00427,P0017,MOBILE_APP,2026-09-14 22:59:50,2,285.38,SHIPPED
O2026091400554,C00242,P0066,MARKETPLACE,2026-09-14 04:43:22,2,7538.34,CANCELLED
O2026091400555,C00218,P0024,WEB,2026-09-14 07:58:48,4,16664.24,COMPLETED
O2026091400556,C00053,P0029,ONLINE,2026-09-14 13:35:46,5,16926.6,COMPLETED
O2026091400557,C00383,P0005,WEB,2026-09-14 09:39:34,1,3902.21,CANCELLED
O2026091400558,C00039,P0098,ONLINE,2026-09-14 17:46:22,2,1319.44,COMPLETED
O2026091400559,C00380,P0095,MOBILE_APP,2026-09-14 05:04:47,2,6847.16,SHIPPED
O2026091400560,C00330,P0067,WEB,2026-09-14 15:42:07,2,7634.64,COMPLETED
O2026091400561,C00407,P0014,WEB,2026-09-14 20:43:15,1,144.84,COMPLETED
O2026091400562,C00254,P0027,WEB,2026-09-14 12:33:33,3,8595.66,CANCELLED
O2026091400563,C00351,P0015,WEB,2026-09-14 01:41:30,3,6127.95,SHIPPED
O2026091400564,C00222,P0081,WEB,2026-09-14 23:31:13,3,7117.32,SHIPPED
O2026091400565,C00167,P0081,MARKETPLACE,2026-09-14 06:00:04,3,11752.44,COMPLETED
O2026091400566,C00355,P0036,MARKETPLACE,2026-09-14 01:23:51,2,300.36,COMPLETED
O2026091400567,C00422,P0086,WEB,2026-09-14 22:17:16,1,4031.69,SHIPPED
O2026091400568,C00435,P0082,ONLINE,2026-09-14 02:19:21,2,3718.24,SHIPPED
